Account,Security,Order ID,Trade Date,Trade Time,Side,Liquidity,Route,Quantity,Price,Lime Fee,ECN Fee,ACT Fee,SEC Fee,NASD Fee,Rounded Order Commission
MRTTRADING1,XLI,'71923850545831',9/18/2014,15:58:56,3,Removed,BSX,100,54.76,0.08,-0.04,0,0.12,0.02,0.18
MRTTRADING1,IWM,'77283969731239',9/18/2014,15:58:57,1,Removed,BATSY,100,115.36,0.08,-0.16,0,0,0,-0.08
MRTTRADING1,IWM,'77301149600423',9/18/2014,15:58:57,1,Removed,EDGAA,100,115.36,0.08,-0.02,0,0,0,0.06
MRTTRADING1,IWM,'77309739535015',9/18/2014,15:58:57,1,Removed,BSX,100,115.36,0.08,-0.04,0,0,0,0.04
MRTTRADING1,IWM,'77412818750119',9/18/2014,15:58:57,1,Removed,BATSY,100,115.36,0.08,-0.16,0,0,0,-0.08
MRTTRADING1,IWM,'77429998619303',9/18/2014,15:58:57,1,Removed,EDGAA,100,115.36,0.08,-0.02,0,0,0,0.06
MRTTRADING1,IWM,'77438588553895',9/18/2014,15:58:57,1,Removed,BSX,100,115.36,0.08,-0.04,0,0,0,0.04
MRTTRADING1,IWM,'77541667768999',9/18/2014,15:58:57,1,Removed,BATSY,100,115.36,0.08,-0.16,0,0,0,-0.08
MRTTRADING1,IWM,'77558847638183',9/18/2014,15:58:57,1,Removed,EDGAA,100,115.36,0.08,-0.02,0,0,0,0.06
MRTTRADING1,IWM,'77567437572775',9/18/2014,15:58:57,1,Removed,BSX,100,115.36,0.08,-0.04,0,0,0,0.04
MRTTRADING1,IWM,'77670516787879',9/18/2014,15:58:57,1,Removed,BATSY,100,115.36,0.08,-0.16,0,0,0,-0.08
MRTTRADING1,IWM,'77687696657063',9/18/2014,15:58:57,1,Removed,EDGAA,100,115.36,0.08,-0.02,0,0,0,0.06
MRTTRADING1,IWM,'77696286591655',9/18/2014,15:58:57,1,Removed,BSX,100,115.36,0.08,-0.04,0,0,0,0.04
MRTTRADING1,IWM,'77799365806759',9/18/2014,15:58:57,1,Removed,BATSY,100,115.36,0.08,-0.16,0,0,0,-0.08
MRTTRADING1,IWM,'77816545675943',9/18/2014,15:58:57,1,Removed,EDGAA,100,115.36,0.08,-0.02,0,0,0,0.06
MRTTRADING1,IWM,'77825135610535',9/18/2014,15:58:57,1,Removed,BSX,100,115.36,0.08,-0.04,0,0,0,0.04
MRTTRADING1,IWM,'77928214825639',9/18/2014,15:58:57,1,Removed,BATSY,100,115.36,0.08,-0.16,0,0,0,-0.08
MRTTRADING1,IWM,'77945394694823',9/18/2014,15:58:57,1,Removed,EDGAA,100,115.36,0.08,-0.02,0,0,0,0.06
MRTTRADING1,IWM,'77953984629415',9/18/2014,15:58:57,1,Removed,BSX,100,115.36,0.08,-0.04,0,0,0,0.04
MRTTRADING1,IWM,'78057063844519',9/18/2014,15:58:57,1,Removed,BATSY,100,115.36,0.08,-0.16,0,0,0,-0.08
MRTTRADING1,IWM,'78082833648295',9/18/2014,15:58:57,1,Removed,BSX,100,115.36,0.08,-0.04,0,0,0,0.04
MRTTRADING1,IWM,'78177322928807',9/18/2014,15:58:57,1,Removed,BATSY,100,115.36,0.08,-0.16,0,0,0,-0.08
MRTTRADING1,IWM,'78203092732583',9/18/2014,15:58:57,1,Removed,BSX,100,115.36,0.08,-0.04,0,0,0,0.04
MRTTRADING1,IWM,'78297582013095',9/18/2014,15:58:57,1,Removed,BATSY,100,115.36,0.08,-0.16,0,0,0,-0.08
MRTTRADING1,IWM,'79955439389351',9/18/2014,15:58:57,1,Removed,BATSY,100,115.36,0.08,-0.16,0,0,0,-0.08
MRTTRADING1,IWM,'85246839098023',9/18/2014,15:58:58,1,Removed,INET-FIX,100,115.36,0.08,0.3,0,0,0,0.38
MRTTRADING1,IWM,'85264018967207',9/18/2014,15:58:58,1,Removed,BATSZ,100,115.36,0.08,0.3,0,0,0,0.38
MRTTRADING1,RSX,'85306968640167',9/18/2014,15:58:58,3,Removed,INET-FIX,100,23.7,0.08,0.3,0,0.05,0.02,0.45
MRTTRADING1,RSX,'85315558574759',9/18/2014,15:58:58,3,Removed,BATSZ,100,23.7,0.08,0.3,0,0.05,0.02,0.45
MRTTRADING1,IWM,'85367098182311',9/18/2014,15:58:58,1,Removed,INET-FIX,100,115.36,0.08,0.3,0,0,0,0.38
MRTTRADING1,IWM,'85375688116903',9/18/2014,15:58:58,1,Removed,BATSZ,100,115.36,0.08,0.3,0,0,0,0.38
MRTTRADING1,RSX,'85427227724455',9/18/2014,15:58:58,3,Removed,INET-FIX,100,23.7,0.08,0.3,0,0.05,0.02,0.45
MRTTRADING1,RSX,'85435817659047',9/18/2014,15:58:58,3,Removed,BATSZ,100,23.7,0.08,0.3,0,0.05,0.02,0.45
MRTTRADING1,IWM,'85487357266599',9/18/2014,15:58:58,1,Removed,INET-FIX,100,115.36,0.08,0.3,0,0,0,0.38
MRTTRADING1,IWM,'85495947201191',9/18/2014,15:58:58,1,Removed,BATSZ,100,115.36,0.08,0.3,0,0,0,0.38
MRTTRADING1,RSX,'85547486808743',9/18/2014,15:58:58,3,Removed,INET-FIX,100,23.7,0.08,0.3,0,0.05,0.02,0.45
MRTTRADING1,RSX,'85556076743335',9/18/2014,15:58:58,3,Removed,BATSZ,100,23.7,0.08,0.3,0,0.05,0.02,0.45
MRTTRADING1,IWM,'85607616350887',9/18/2014,15:58:58,1,Removed,INET-FIX,100,115.36,0.08,0.3,0,0,0,0.38
MRTTRADING1,IWM,'85616206285479',9/18/2014,15:58:58,1,Removed,BATSZ,100,115.36,0.08,0.3,0,0,0,0.38
MRTTRADING1,RSX,'85667745893031',9/18/2014,15:58:58,3,Removed,INET-FIX,100,23.7,0.08,0.3,0,0.05,0.02,0.45
MRTTRADING1,RSX,'85676335827623',9/18/2014,15:58:58,3,Removed,BATSZ,100,23.7,0.08,0.3,0,0.05,0.02,0.45
MRTTRADING1,IWM,'85727875435175',9/18/2014,15:58:58,1,Removed,INET-FIX,100,115.36,0.08,0.3,0,0,0,0.38
MRTTRADING1,IWM,'85736465369767',9/18/2014,15:58:58,1,Removed,BATSZ,100,115.36,0.08,0.3,0,0,0,0.38
MRTTRADING1,RSX,'85788004977319',9/18/2014,15:58:58,3,Removed,INET-FIX,100,23.7,0.08,0.3,0,0.05,0.02,0.45
MRTTRADING1,RSX,'85796594911911',9/18/2014,15:58:58,3,Removed,BATSZ,100,23.7,0.08,0.3,0,0.05,0.02,0.45
MRTTRADING1,IWM,'85848134519463',9/18/2014,15:58:58,1,Removed,INET-FIX,100,115.36,0.08,0.3,0,0,0,0.38
MRTTRADING1,IWM,'85856724454055',9/18/2014,15:58:58,1,Removed,BATSZ,100,115.36,0.08,0.3,0,0,0,0.38
MRTTRADING1,RSX,'85908264061607',9/18/2014,15:58:58,3,Removed,INET-FIX,100,23.7,0.08,0.3,0,0.05,0.02,0.45
MRTTRADING1,RSX,'85916853996199',9/18/2014,15:58:58,3,Removed,BATSZ,100,23.7,0.08,0.3,0,0.05,0.02,0.45
MRTTRADING1,IWM,'85968393603751',9/18/2014,15:58:58,1,Removed,INET-FIX,100,115.36,0.08,0.3,0,0,0,0.38
MRTTRADING1,IWM,'85976983538343',9/18/2014,15:58:58,1,Removed,BATSZ,100,115.36,0.08,0.3,0,0,0,0.38
MRTTRADING1,RSX,'86028523145895',9/18/2014,15:58:58,3,Removed,INET-FIX,100,23.7,0.08,0.3,0,0.05,0.02,0.45
MRTTRADING1,RSX,'86037113080487',9/18/2014,15:58:58,3,Removed,BATSZ,100,23.7,0.08,0.3,0,0.05,0.02,0.45
MRTTRADING1,IWM,'86088652688039',9/18/2014,15:58:58,1,Removed,INET-FIX,100,115.36,0.08,0.3,0,0,0,0.38
MRTTRADING1,IWM,'86097242622631',9/18/2014,15:58:58,1,Removed,BATSZ,100,115.36,0.08,0.3,0,0,0,0.38
MRTTRADING1,RSX,'86131602360999',9/18/2014,15:58:58,3,Removed,EDGAA,100,23.7,0.08,-0.02,0,0.05,0.02,0.13
MRTTRADING1,RSX,'86157372164775',9/18/2014,15:58:58,3,Removed,INET-FIX,100,23.7,0.08,0.3,0,0.05,0.02,0.45
MRTTRADING1,RSX,'86165962099367',9/18/2014,15:58:58,3,Removed,BATSZ,100,23.7,0.08,0.3,0,0.05,0.02,0.45
MRTTRADING1,IWM,'86217501706919',9/18/2014,15:58:58,1,Removed,INET-FIX,100,115.36,0.08,0.3,0,0,0,0.38
MRTTRADING1,IWM,'86226091641511',9/18/2014,15:58:58,1,Removed,BATSZ,100,115.36,0.08,0.3,0,0,0,0.38
MRTTRADING1,RSX,'86277631249063',9/18/2014,15:58:58,3,Removed,INET-FIX,100,23.7,0.08,0.3,0,0.05,0.02,0.45
MRTTRADING1,RSX,'86286221183655',9/18/2014,15:58:58,3,Removed,BATSZ,100,23.7,0.08,0.3,0,0.05,0.02,0.45
MRTTRADING1,IWM,'86337760791207',9/18/2014,15:58:58,1,Removed,INET-FIX,100,115.36,0.08,0.3,0,0,0,0.38
MRTTRADING1,IWM,'86346350725799',9/18/2014,15:58:58,1,Removed,BATSZ,100,115.36,0.08,0.3,0,0,0,0.38
MRTTRADING1,RSX,'86397890333351',9/18/2014,15:58:58,3,Removed,INET-FIX,100,23.7,0.08,0.3,0,0.05,0.02,0.45
MRTTRADING1,RSX,'86406480267943',9/18/2014,15:58:58,3,Removed,BATSZ,100,23.7,0.08,0.3,0,0.05,0.02,0.45
MRTTRADING1,IWM,'86458019875495',9/18/2014,15:58:58,1,Removed,INET-FIX,100,115.36,0.08,0.3,0,0,0,0.38
MRTTRADING1,IWM,'86466609810087',9/18/2014,15:58:58,1,Removed,BATSZ,100,115.36,0.08,0.3,0,0,0,0.38
MRTTRADING1,RSX,'86518149417639',9/18/2014,15:58:58,3,Removed,INET-FIX,100,23.7,0.08,0.3,0,0.05,0.02,0.45
MRTTRADING1,RSX,'86526739352231',9/18/2014,15:58:58,3,Removed,BATSZ,100,23.7,0.08,0.3,0,0.05,0.02,0.45
MRTTRADING1,IWM,'86578278959783',9/18/2014,15:58:58,1,Removed,INET-FIX,100,115.36,0.08,0.3,0,0,0,0.38
MRTTRADING1,IWM,'86586868894375',9/18/2014,15:58:58,1,Removed,BATSZ,100,115.36,0.08,0.3,0,0,0,0.38
MRTTRADING1,RSX,'86638408501927',9/18/2014,15:58:58,3,Removed,INET-FIX,69,23.7,0.0552,0.207,0,0.04,0.01,0.46
MRTTRADING1,RSX,'86638408501927',9/18/2014,15:58:58,3,Removed,INET-FIX,31,23.7,0.0248,0.093,0,0.02,0.01,0
MRTTRADING1,RSX,'86646998436519',9/18/2014,15:58:58,3,Removed,BATSZ,100,23.7,0.08,0.3,0,0.05,0.02,0.45
MRTTRADING1,IWM,'86698538044071',9/18/2014,15:58:58,1,Removed,INET-FIX,100,115.36,0.08,0.3,0,0,0,0.38
MRTTRADING1,IWM,'86707127978663',9/18/2014,15:58:58,1,Removed,BATSZ,100,115.36,0.08,0.3,0,0,0,0.38
MRTTRADING1,RSX,'86758667586215',9/18/2014,15:58:58,3,Removed,INET-FIX,100,23.7,0.08,0.3,0,0.05,0.02,0.45
MRTTRADING1,RSX,'86767257520807',9/18/2014,15:58:58,3,Removed,BATSZ,100,23.7,0.08,0.3,0,0.05,0.02,0.45
MRTTRADING1,IWM,'86818797128359',9/18/2014,15:58:58,1,Removed,INET-FIX,100,115.36,0.08,0.3,0,0,0,0.38
MRTTRADING1,IWM,'86827387062951',9/18/2014,15:58:58,1,Removed,BATSZ,100,115.36,0.08,0.3,0,0,0,0.38
MRTTRADING1,RSX,'86861746801319',9/18/2014,15:58:58,3,Removed,EDGAA,100,23.7,0.08,-0.02,0,0.05,0.02,0.13
MRTTRADING1,RSX,'86887516605095',9/18/2014,15:58:58,3,Removed,INET-FIX,100,23.7,0.08,0.3,0,0.05,0.02,0.45
MRTTRADING1,RSX,'86896106539687',9/18/2014,15:58:58,3,Removed,BATSZ,100,23.7,0.08,0.3,0,0.05,0.02,0.45
MRTTRADING1,IWM,'86947646147239',9/18/2014,15:58:58,1,Removed,INET-FIX,100,115.36,0.08,0.3,0,0,0,0.38
MRTTRADING1,IWM,'86956236081831',9/18/2014,15:58:58,1,Removed,BATSZ,59,115.36,0.0472,0.177,0,0,0,0.23
MRTTRADING1,RSX,'87007775689383',9/18/2014,15:58:58,3,Removed,INET-FIX,100,23.7,0.08,0.3,0,0.05,0.02,0.45
MRTTRADING1,RSX,'87016365623975',9/18/2014,15:58:58,3,Removed,BATSZ,100,23.7,0.08,0.3,0,0.05,0.02,0.45
MRTTRADING1,IWM,'87067905231527',9/18/2014,15:58:58,1,Removed,INET-FIX,100,115.36,0.08,0.3,0,0,0,0.38
MRTTRADING1,RSX,'87119444839079',9/18/2014,15:58:58,3,Removed,INET-FIX,100,23.7,0.08,0.3,0,0.05,0.02,0.45
MRTTRADING1,RSX,'87128034773671',9/18/2014,15:58:58,3,Removed,BATSZ,100,23.7,0.08,0.3,0,0.05,0.02,0.45
MRTTRADING1,IWM,'87179574381223',9/18/2014,15:58:58,1,Removed,INET-FIX,100,115.36,0.08,0.3,0,0,0,0.38
MRTTRADING1,RSX,'87231113988775',9/18/2014,15:58:58,3,Removed,INET-FIX,100,23.7,0.08,0.3,0,0.05,0.02,0.45
MRTTRADING1,RSX,'87239703923367',9/18/2014,15:58:58,3,Removed,BATSZ,100,23.7,0.08,0.3,0,0.05,0.02,0.45
MRTTRADING1,IWM,'87291243530919',9/18/2014,15:58:58,1,Removed,INET-FIX,100,115.36,0.08,0.3,0,0,0,0.38
MRTTRADING1,RSX,'87342783138471',9/18/2014,15:58:58,3,Removed,INET-FIX,69,23.7,0.0552,0.207,0,0.04,0.01,0.46
MRTTRADING1,RSX,'87342783138471',9/18/2014,15:58:58,3,Removed,INET-FIX,31,23.7,0.0248,0.093,0,0.02,0.01,0
MRTTRADING1,RSX,'87351373073063',9/18/2014,15:58:58,3,Removed,BATSZ,100,23.7,0.08,0.3,0,0.05,0.02,0.45
MRTTRADING1,IWM,'87402912680615',9/18/2014,15:58:58,1,Removed,INET-FIX,100,115.36,0.08,0.3,0,0,0,0.38
MRTTRADING1,IWM,'87411502615207',9/18/2014,15:58:58,1,Removed,BATSZ,100,115.36,0.08,0.3,0,0,0,0.38
MRTTRADING1,RSX,'87463042222759',9/18/2014,15:58:58,3,Removed,INET-FIX,100,23.7,0.08,0.3,0,0.05,0.02,0.45
MRTTRADING1,RSX,'87471632157351',9/18/2014,15:58:58,3,Removed,BATSZ,100,23.7,0.08,0.3,0,0.05,0.02,0.45
MRTTRADING1,IWM,'87523171764903',9/18/2014,15:58:58,1,Removed,INET-FIX,100,115.36,0.08,0.3,0,0,0,0.38
MRTTRADING1,IWM,'87531761699495',9/18/2014,15:58:58,1,Removed,BATSZ,100,115.36,0.08,0.3,0,0,0,0.38
MRTTRADING1,RSX,'87583301307047',9/18/2014,15:58:58,3,Removed,INET-FIX,100,23.7,0.08,0.3,0,0.05,0.02,0.45
MRTTRADING1,RSX,'87591891241639',9/18/2014,15:58:58,3,Removed,BATSZ,100,23.7,0.08,0.3,0,0.05,0.02,0.45
MRTTRADING1,IWM,'87643430849191',9/18/2014,15:58:58,1,Removed,INET-FIX,100,115.36,0.08,0.3,0,0,0,0.38
MRTTRADING1,IWM,'87652020783783',9/18/2014,15:58:58,1,Removed,BATSZ,100,115.36,0.08,0.3,0,0,0,0.38
MRTTRADING1,RSX,'87703560391335',9/18/2014,15:58:58,3,Removed,INET-FIX,100,23.7,0.08,0.3,0,0.05,0.02,0.45
MRTTRADING1,RSX,'87712150325927',9/18/2014,15:58:58,3,Removed,BATSZ,100,23.7,0.08,0.3,0,0.05,0.02,0.45
MRTTRADING1,IWM,'87763689933479',9/18/2014,15:58:58,1,Removed,INET-FIX,100,115.36,0.08,0.3,0,0,0,0.38
MRTTRADING1,IWM,'87772279868071',9/18/2014,15:58:58,1,Removed,BATSZ,100,115.36,0.08,0.3,0,0,0,0.38
MRTTRADING1,RSX,'87806639606439',9/18/2014,15:58:58,3,Removed,EDGAA,100,23.7,0.08,-0.02,0,0.05,0.02,0.13
MRTTRADING1,RSX,'87832409410215',9/18/2014,15:58:58,3,Removed,INET-FIX,100,23.7,0.08,0.3,0,0.05,0.02,0.45
MRTTRADING1,RSX,'87840999344807',9/18/2014,15:58:58,3,Removed,BATSZ,100,23.7,0.08,0.3,0,0.05,0.02,0.45
MRTTRADING1,IWM,'87892538952359',9/18/2014,15:58:58,1,Removed,INET-FIX,100,115.36,0.08,0.3,0,0,0,0.38
MRTTRADING1,IWM,'87901128886951',9/18/2014,15:58:58,1,Removed,BATSZ,100,115.36,0.08,0.3,0,0,0,0.38
MRTTRADING1,RSX,'87952668494503',9/18/2014,15:58:58,3,Removed,INET-FIX,100,23.7,0.08,0.3,0,0.05,0.02,0.45
MRTTRADING1,RSX,'87961258429095',9/18/2014,15:58:58,3,Removed,BATSZ,100,23.7,0.08,0.3,0,0.05,0.02,0.45
MRTTRADING1,IWM,'88012798036647',9/18/2014,15:58:58,1,Removed,INET-FIX,100,115.36,0.08,0.3,0,0,0,0.38
MRTTRADING1,IWM,'88021387971239',9/18/2014,15:58:58,1,Removed,BATSZ,100,115.36,0.08,0.3,0,0,0,0.38
MRTTRADING1,RSX,'88072927578791',9/18/2014,15:58:58,3,Removed,INET-FIX,100,23.7,0.08,0.3,0,0.05,0.02,0.45
MRTTRADING1,RSX,'88081517513383',9/18/2014,15:58:58,3,Removed,BATSZ,100,23.7,0.08,0.3,0,0.05,0.02,0.45
MRTTRADING1,IWM,'88133057120935',9/18/2014,15:58:58,1,Removed,INET-FIX,100,115.36,0.08,0.3,0,0,0,0.38
MRTTRADING1,IWM,'88141647055527',9/18/2014,15:58:58,1,Removed,BATSZ,100,115.36,0.08,0.3,0,0,0,0.38
MRTTRADING1,RSX,'88193186663079',9/18/2014,15:58:58,3,Removed,INET-FIX,100,23.7,0.08,0.3,0,0.05,0.02,0.45
MRTTRADING1,RSX,'88201776597671',9/18/2014,15:58:58,3,Removed,BATSZ,100,23.7,0.08,0.3,0,0.05,0.02,0.45
MRTTRADING1,IWM,'88253316205223',9/18/2014,15:58:58,1,Removed,INET-FIX,100,115.36,0.08,0.3,0,0,0,0.38
MRTTRADING1,IWM,'88261906139815',9/18/2014,15:58:58,1,Removed,BATSZ,100,115.36,0.08,0.3,0,0,0,0.38
MRTTRADING1,RSX,'88313445747367',9/18/2014,15:58:58,3,Removed,INET-FIX,100,23.7,0.08,0.3,0,0.05,0.02,0.45
MRTTRADING1,RSX,'88322035681959',9/18/2014,15:58:58,3,Removed,BATSZ,100,23.7,0.08,0.3,0,0.05,0.02,0.45
MRTTRADING1,IWM,'88373575289511',9/18/2014,15:58:58,1,Removed,INET-FIX,100,115.36,0.08,0.3,0,0,0,0.38
MRTTRADING1,IWM,'88382165224103',9/18/2014,15:58:58,1,Removed,BATSZ,100,115.36,0.08,0.3,0,0,0,0.38
MRTTRADING1,RSX,'88433704831655',9/18/2014,15:58:58,3,Removed,INET-FIX,100,23.7,0.08,0.3,0,0.05,0.02,0.45
MRTTRADING1,RSX,'88442294766247',9/18/2014,15:58:58,3,Removed,BATSZ,100,23.7,0.08,0.3,0,0.05,0.02,0.45
MRTTRADING1,IWM,'88493834373799',9/18/2014,15:58:58,1,Removed,INET-FIX,100,115.36,0.08,0.3,0,0,0,0.38
MRTTRADING1,RSX,'88545373981351',9/18/2014,15:58:58,3,Removed,INET-FIX,100,23.7,0.08,0.3,0,0.05,0.02,0.45
MRTTRADING1,RSX,'88553963915943',9/18/2014,15:58:58,3,Removed,BATSZ,100,23.7,0.08,0.3,0,0.05,0.02,0.45
MRTTRADING1,IWM,'88605503523495',9/18/2014,15:58:58,1,Removed,INET-FIX,100,115.36,0.08,0.3,0,0,0,0.38
MRTTRADING1,RSX,'88657043131047',9/18/2014,15:58:58,3,Removed,INET-FIX,69,23.7,0.0552,0.207,0,0.04,0.01,0.46
MRTTRADING1,RSX,'88657043131047',9/18/2014,15:58:58,3,Removed,INET-FIX,31,23.7,0.0248,0.093,0,0.02,0.01,0
MRTTRADING1,RSX,'88665633065639',9/18/2014,15:58:58,3,Removed,BATSZ,100,23.7,0.08,0.3,0,0.05,0.02,0.45
MRTTRADING1,IWM,'88717172673191',9/18/2014,15:58:58,1,Removed,INET-FIX,100,115.36,0.08,0.3,0,0,0,0.38
MRTTRADING1,RSX,'88768712280743',9/18/2014,15:58:58,3,Removed,INET-FIX,100,23.7,0.08,0.3,0,0.05,0.02,0.45
MRTTRADING1,RSX,'88777302215335',9/18/2014,15:58:58,3,Removed,BATSZ,100,23.7,0.08,0.3,0,0.05,0.02,0.45
MRTTRADING1,IWM,'88828841822887',9/18/2014,15:58:58,1,Removed,INET-FIX,100,115.36,0.08,0.3,0,0,0,0.38
MRTTRADING1,RSX,'88880381430439',9/18/2014,15:58:58,3,Removed,INET-FIX,100,23.7,0.08,0.3,0,0.05,0.02,0.45
MRTTRADING1,RSX,'88888971365031',9/18/2014,15:58:58,3,Removed,BATSZ,100,23.7,0.08,0.3,0,0.05,0.02,0.45
MRTTRADING1,IWM,'88940510972583',9/18/2014,15:58:58,1,Removed,INET-FIX,100,115.36,0.08,0.3,0,0,0,0.38
MRTTRADING1,RSX,'88992050580135',9/18/2014,15:58:58,3,Removed,INET-FIX,100,23.7,0.08,0.3,0,0.05,0.02,0.45
MRTTRADING1,RSX,'89000640514727',9/18/2014,15:58:58,3,Removed,BATSZ,100,23.7,0.08,0.3,0,0.05,0.02,0.45
MRTTRADING1,IWM,'89052180122279',9/18/2014,15:58:58,1,Removed,INET-FIX,100,115.36,0.08,0.3,0,0,0,0.38
MRTTRADING1,RSX,'89103719729831',9/18/2014,15:58:58,3,Removed,INET-FIX,100,23.7,0.08,0.3,0,0.05,0.02,0.45
MRTTRADING1,RSX,'89112309664423',9/18/2014,15:58:58,3,Removed,BATSZ,100,23.7,0.08,0.3,0,0.05,0.02,0.45
MRTTRADING1,IWM,'89163849271975',9/18/2014,15:58:58,1,Removed,INET-FIX,100,115.36,0.08,0.3,0,0,0,0.38
MRTTRADING1,RSX,'89215388879527',9/18/2014,15:58:58,3,Removed,INET-FIX,100,23.7,0.08,0.3,0,0.05,0.02,0.45
MRTTRADING1,RSX,'89223978814119',9/18/2014,15:58:58,3,Removed,BATSZ,100,23.7,0.08,0.3,0,0.05,0.02,0.45
MRTTRADING1,IWM,'89275518421671',9/18/2014,15:58:58,1,Removed,INET-FIX,100,115.36,0.08,0.3,0,0,0,0.38
MRTTRADING1,RSX,'89327058029223',9/18/2014,15:58:58,3,Removed,INET-FIX,100,23.7,0.08,0.3,0,0.05,0.02,0.45
MRTTRADING1,RSX,'89335647963815',9/18/2014,15:58:58,3,Removed,BATSZ,100,23.7,0.08,0.3,0,0.05,0.02,0.45
MRTTRADING1,IWM,'89387187571367',9/18/2014,15:58:58,1,Removed,INET-FIX,100,115.36,0.08,0.3,0,0,0,0.38
MRTTRADING1,IWM,'89395777505959',9/18/2014,15:58:58,1,Removed,BATSZ,100,115.36,0.08,0.3,0,0,0,0.38
MRTTRADING1,RSX,'89447317113511',9/18/2014,15:58:58,3,Removed,INET-FIX,100,23.7,0.08,0.3,0,0.05,0.02,0.45
MRTTRADING1,RSX,'89455907048103',9/18/2014,15:58:58,3,Removed,BATSZ,100,23.7,0.08,0.3,0,0.05,0.02,0.45
MRTTRADING1,IWM,'89507446655655',9/18/2014,15:58:58,1,Removed,INET-FIX,100,115.36,0.08,0.3,0,0,0,0.38
MRTTRADING1,IWM,'89516036590247',9/18/2014,15:58:58,1,Removed,BATSZ,100,115.36,0.08,0.3,0,0,0,0.38
MRTTRADING1,RSX,'89567576197799',9/18/2014,15:58:58,3,Removed,INET-FIX,100,23.7,0.08,0.3,0,0.05,0.02,0.45
MRTTRADING1,RSX,'89576166132391',9/18/2014,15:58:58,3,Removed,BATSZ,100,23.7,0.08,0.3,0,0.05,0.02,0.45
MRTTRADING1,IWM,'89627705739943',9/18/2014,15:58:58,1,Removed,INET-FIX,100,115.36,0.08,0.3,0,0,0,0.38
MRTTRADING1,IWM,'89636295674535',9/18/2014,15:58:58,1,Removed,BATSZ,100,115.36,0.08,0.3,0,0,0,0.38
MRTTRADING1,RSX,'89687835282087',9/18/2014,15:58:58,3,Removed,INET-FIX,100,23.7,0.08,0.3,0,0.05,0.02,0.45
MRTTRADING1,RSX,'89696425216679',9/18/2014,15:58:58,3,Removed,BATSZ,100,23.7,0.08,0.3,0,0.05,0.02,0.45
MRTTRADING1,IWM,'89747964824231',9/18/2014,15:58:58,1,Routed,INET-FIX,100,115.36,0.08,0.3,0,0,0,0.38
MRTTRADING1,IWM,'89756554758823',9/18/2014,15:58:58,1,Removed,BATSZ,100,115.36,0.08,0.3,0,0,0,0.38
MRTTRADING1,RSX,'89808094366375',9/18/2014,15:58:58,3,Removed,INET-FIX,100,23.7,0.08,0.3,0,0.05,0.02,0.45
MRTTRADING1,RSX,'89816684300967',9/18/2014,15:58:58,3,Removed,BATSZ,100,23.7,0.08,0.3,0,0.05,0.02,0.45
MRTTRADING1,IWM,'89868223908519',9/18/2014,15:58:58,1,Routed,INET-FIX,100,115.36,0.08,0.3,0,0,0,0.38
MRTTRADING1,IWM,'89876813843111',9/18/2014,15:58:58,1,Removed,BATSZ,100,115.36,0.08,0.3,0,0,0,0.38
MRTTRADING1,RSX,'89928353450663',9/18/2014,15:58:58,3,Removed,INET-FIX,69,23.7,0.0552,0.207,0,0.04,0.01,0.46
MRTTRADING1,RSX,'89928353450663',9/18/2014,15:58:58,3,Removed,INET-FIX,31,23.7,0.0248,0.093,0,0.02,0.01,0
MRTTRADING1,RSX,'89936943385255',9/18/2014,15:58:58,3,Removed,BATSZ,100,23.7,0.08,0.3,0,0.05,0.02,0.45
MRTTRADING1,IWM,'89988482992807',9/18/2014,15:58:58,1,Routed,INET-FIX,100,115.36,0.08,0.3,0,0,0,0.38
MRTTRADING1,IWM,'89997072927399',9/18/2014,15:58:58,1,Removed,BATSZ,100,115.36,0.08,0.3,0,0,0,0.38
MRTTRADING1,RSX,'90048612534951',9/18/2014,15:58:58,3,Removed,INET-FIX,31,23.7,0.0248,0.093,0,0.02,0.01,0.46
MRTTRADING1,RSX,'90048612534951',9/18/2014,15:58:58,3,Removed,INET-FIX,69,23.7,0.0552,0.207,0,0.04,0.01,0
MRTTRADING1,RSX,'90057202469543',9/18/2014,15:58:58,3,Removed,BATSZ,100,23.7,0.08,0.3,0,0.05,0.02,0.45
MRTTRADING1,IWM,'90108742077095',9/18/2014,15:58:58,1,Routed,INET-FIX,100,115.36,0.08,0.3,0,0,0,0.38
MRTTRADING1,RSX,'90160281684647',9/18/2014,15:58:58,3,Removed,INET-FIX,100,23.7,0.08,0.3,0,0.05,0.02,0.45
MRTTRADING1,RSX,'90168871619239',9/18/2014,15:58:58,3,Removed,BATSZ,100,23.7,0.08,0.3,0,0.05,0.02,0.45
MRTTRADING1,IWM,'90220411226791',9/18/2014,15:58:58,1,Routed,INET-FIX,100,115.36,0.08,0.3,0,0,0,0.38
MRTTRADING1,RSX,'90271950834343',9/18/2014,15:58:58,3,Removed,INET-FIX,100,23.7,0.08,0.3,0,0.05,0.02,0.45
MRTTRADING1,RSX,'90280540768935',9/18/2014,15:58:58,3,Removed,BATSZ,100,23.7,0.08,0.3,0,0.05,0.02,0.45
MRTTRADING1,IWM,'90332080376487',9/18/2014,15:58:58,1,Routed,INET-FIX,100,115.36,0.08,0.3,0,0,0,0.38
MRTTRADING1,RSX,'90383619984039',9/18/2014,15:58:58,3,Removed,INET-FIX,100,23.7,0.08,0.3,0,0.05,0.02,0.45
